S.No.,Affiliation No.,State,Name,Head,Status,Affiliated upto,Address,Phone No.,Email
11810,1130734,MAHARASHTRA,Shinde International School,Mr.Rajeev Thomas,Secondary School,31/03/2020,"Bhadgaon Road ,424201",",02596245535",shindeintschool@gmail.com
11811,1130005,MAHARASHTRA,SHIRINBAI NETERWALA SCHOOL,P BIMAL,Senior Secondary,31/03/2020,"MANECK NAGAR POST BOX NO.2 TUMSAR BHANDARA DIST. MAHARASHTRA ,441912","7183 ,223801",bimal_justawesome@yahoo.com
11812,1130417,MAHARASHTRA,shiva valley school,Kiran Singh,Secondary School,31/03/2022,"gat no-419/1, deulgaon gada, supa road. ,412203","0211 ,9289077",ks1ps2ms3@yahoo.com
11813,1130729,MAHARASHTRA,Shivaji International School,Mr.Wakle Ajinath Bhikanrao,Secondary School,31/03/2020,"At.Shahapur Banjar(Wadachiwadi), Post.Aasegaon ,431002",",02406491777",mvkp.sis@gmail.com
11814,1130133,MAHARASHTRA,Shivneri School,SUBHASHNATH PATLE,Senior Secondary,31/03/2020,"khanapur, tal. Junnar, Distt Pune, Maharashtra ,410502","2132 ,263266",spatle.shivneri@gmail.com
11815,1130706,MAHARASHTRA,Shree Eknathrao Khadse Talent School,Mrs.G.V.N. Udayasri,Secondary School,31/03/2020,"Near Khadse farms ,425306",",02583-235434",ektschool@gmail.com
11816,1130195,MAHARASHTRA,SHREE MAHARISHI VIDYA MANDIR,SREELAKSHMI MURTHY,Senior Secondary,31/03/2020,"72/4,MAUJA DATALA, AT","7172 ,7350118899",sreeluck73@yahoo.in
11817,1130720,MAHARASHTRA,SHREE SAI CONVENT,ATUL ARUN BADKELWAR,Secondary School,31/03/2020,"SHREE SAI CONVENT NEAR KUNADA VIJASAN RAOD BHADRAWATI ,442902","7175 ,266971",ATULBADKELWAR@GMAIL.COM
11818,1130492,MAHARASHTRA,Shree Swaminarayan English Medium School,SANJAY BENIRAM WAGHULADE,Senior Secondary,31/03/2022,"At Post Savda Tal Raver Dist Jalgaon ,425502","2584 ,222371",sgurukulsavda@gmail.com
11819,1130592,MAHARASHTRA,Shree Swaminarayan Gurukul International School,PRABHATHAN KANDAN,Secondary School,31/03/2019,"Akkalkot Road, Po. Kumbhari, ,413006","0217 ,8087006555",solapur@gurukul.org
11820,1130675,MAHARASHTRA,Shree Swaminarayan Gurukul International School,Mr.Ajay kumar Das,Secondary School,31/03/2020,"NH-4, Kandroli Village, Asarevadi Road, Chowk Post, Khalapur Taluqa, Raigad Dist., Pin-410206, Maharashtra ,410206",",09916720651",navimumbai@gurukul.org
11821,1130407,MAHARASHTRA,Shreemant Shivajiraje English Medium School,MINAL SUNIL DIXIT,Secondary School,31/03/2020,"A/p Jadhavwadi Talika Phaltan Distrik Satara ,415523","2166 ,224221",minal.s.dixit@gmail.com
11822,1130484,MAHARASHTRA,SHRI A.B. PATIL ENGLISH SCHOOL,Gaikwad Geeta Vitthal,Secondary School,31/03/2022,"INAM DHAMNI KOLHAPUR ROAD, SANGLI ,416416","0233 ,6093901",gggeetag@gmail.com
11823,1130414,MAHARASHTRA,SHRI BALAJI PUBLIC SCHOOL,SUNIL RAJARAM PATIL,Secondary School,31/03/2018,"A/P TAKAWADE, TAL- SHIROL, DIST- KOLHAPUR ,416121","2322 ,264172",sunil.40@rediffmail.com
11824,1130504,MAHARASHTRA,SHRI BALASAHEB WANI CENTRAL SCHOOL,JADHAV LILAVATI VIVEKANAND,Secondary School,31/03/2022,"GANEGAON, RAHURI, AHMEDNAGAR, MAHARASHTRA ,413706","91 ,8308820444",shribalashebwanicentralschool@gmail.com
11825,1130660,MAHARASHTRA,Shri Bankatlal Lahoti English School,Nitin Sopanrao Khiste,Secondary School,31/03/2020,"Shri Bankatlal Lahoti English School, Vidya Nagar, Signal Camp ,413512","2382 ,254453",principalsbles@gmail.com
11826,1130666,MAHARASHTRA,Shri Datta Vidya Mandir,Sharada Rangnathan,Secondary School,31/03/2020,"P-16, MIDC, Area Butibori, Nagpur ,441122","7103 ,262674",shardha.sdvm@gmail.com
11827,1130046,MAHARASHTRA,SHRI GURU HARKISHAN PUBLIC SCHOOL,Vinita Bansal,Secondary School,31/03/2020,"BEZON BAGH NAGPUR MAHARASTRA ,440004","0712 ,2561288",vinitabansal978@gmail.com
11828,1130297,MAHARASHTRA,Shri Mahavir English Medium School,AMBALAL MAGAN PATIL,Secondary School,31/03/2019,"Dongargaon Road, Shahada, Nandurbar ,425409","2565 ,09604741155",patilam1964@gmail.com
11829,1130154,MAHARASHTRA,SHRI P. G. PUBLIC SCHOOL,Kantilal Mahadu Gursal,Senior Secondary,31/03/2018,"CHAUPALE ,425412","2564 ,222333",pgpublic_school@rediffmail.com
11830,1130095,MAHARASHTRA,SHRI PARSHWA PRADNYALAYA,ALOK SANGAL,Secondary School,31/03/2018,"DNYAN SANSKAR MANDIR OLD MUMBAI PUNE HIGH WAY NEAR CRPF TALEGAON DABHADE MAHARASHTRA ,410506","9527 ,329858",spdsmtgn@yahoo.co.in
11831,1130620,MAHARASHTRA,Shriram Academy,Mrs.Potghan J. A.,Middle Class,31/03/2019,"A/p Bhairavnathnagar (Gondhawani), Dighi Road, Shrirampur 413 709. ,413709",",02422 224446",shriram.academy@yahoo.in
11832,1130471,MAHARASHTRA,Shubham International School,RANGANATH DNYANOBA KHANDEKAR,Secondary School,31/03/2022,Office At,"2526 ,212144",principal.shubham@gmail.com
11833,1130663,MAHARASHTRA,Siddharth Public School Jath,Wilson Thomas,Middle Class,31/03/2020,"Valasang Road, Tangadi Mala Jath. Tal Jath ,416404","2344 ,248748",wilsonthomas9495775211@gmail.com
11834,1130663,MAHARASHTRA,Siddharth Public School Jath,Wilson Thomas,Middle Class,31/03/2020,"Valasang Road, Tangadi Mala Jath. Tal Jath ,416404","2344 ,248748",wilsonthomas9495775211@gmail.com
11835,1130323,MAHARASHTRA,Siddhivinayak Public School,Sheshmani Mishra,Secondary School,31/03/2015,"At- Tadgaon Po.- Zarpada, Tah,- Arjuni/Mor ,441701",",07196204584",siddhivinayaka_cbse_arjuni@yahoo.com
11836,1130503,MAHARASHTRA,"SINDPHANA PUBLIC SCHOOL, MAJALGAON",AJIT BABURAO MALI,Secondary School,31/03/2022,"AP- PHULE PIMPALGAON, TAL-MAJALGAON, DIST-BEED. ,431131","091 ,9130020502",ajitmali122@yahoo.com
11837,1130560,MAHARASHTRA,Sinhgad City School,ANURADHA SWAMINATHAN IYER,Secondary School,31/03/2018,"S. no.50/1, Samgir Plot Tilekar Nagar kondhwa- saswad road, kondhwa bk), pune ,411048","020 ,64783012",prin.scs_ps@sinhgad.edu
11838,1130510,MAHARASHTRA,Sinhgad Public School,Samira Fernandes,Senior Secondary,31/03/2020,"GAT No. 273/2/A, Kamlapur, Tal. Sangola Dist. Solapur, Pin Code","0 ,8888883655",samirag.fernandes@gmail.com
11839,1130295,MAHARASHTRA,Sinhgad Public School,DR USHA DHAPOLA,Senior Secondary,31/03/2021,"Pandharpur-Karad Road, Korti ,413307","2186 ,250151",ushadhapola@gmail.com
11840,1130307,MAHARASHTRA,Sinhgad Public School,SUZANNE JUBI THOMAS,Senior Secondary,31/03/2021,"Pune-Sholapur Road, Opp. Sholapur University. ,413307","0217 ,6062011",spskegaon@gmail.com
11841,1130100,MAHARASHTRA,SINHGAD PUBLIC SCHOOL,NIRMAL KUMAR MISHRA,Senior Secondary,31/03/2021,"LONAVALA PUNE MAHARASHTRA ,410401","2114 ,304364",principal.sps@sinhgad.edu
11842,1130175,MAHARASHTRA,SINHGAD SPRING DALE PUBLIC SCHOOL,MONIKA GUPTA,Senior Secondary,31/03/2020,"44/1, VADGAON (BK.), OFF SINHGAD ROAD ,411041","020 ,24357065",monika.g@sinhgad.edu
11843,1130610,MAHARASHTRA,SINHGAD SPRING DALE SCHOOL,SHEETAL NIRANJAN SAPKAL,Secondary School,31/03/2019,"10/1, AMBEGAON, PUNE ,411041","020 ,24350059",principal.ssdsn@sinhgad.edu
11844,1130687,MAHARASHTRA,SKD INTERNATIONAL SCHOOL,SUNIL NARAYAN PATIL,Secondary School,31/03/2020,"Gatno-104/2 ,423102","0253 ,6640100",principalskdinternational@gmail.com
11845,1130241,MAHARASHTRA,smita patil public school,KALPNA SINGH,Senior Secondary,31/03/2020,"smith nagar,shivaji nagar,at/post dahiwad, shirpur, dhule ,425405","2563 ,276276",principal.gia@gmail.com
11846,1130239,MAHARASHTRA,SMT SAROJBEN DAMJIBHI VIKAMSHI DNYANPEETH,Edmend Dantise,Secondary School,31/03/2018,"Shegaon Road, Varkhed, Khamgaon, Distt. Buldhana ,444303","7263 ,287070",edmenddantise@yahoo.com
11847,1130383,MAHARASHTRA,"Smt. Prayag Karad English Medium High school,",VRINDA MULTANI JOSHI,Secondary School,31/03/2017,"Industrial Estate No.3, Latur Road, Jamgaon(A) Tal. Barshi. Dist. Solapur. ,413401","2184 ,204050",principal.barshi@mitvgschools.edu.in
11848,1130248,MAHARASHTRA,Smt. Savitaben Mangaldas Chokhawala Little Angels Academy,SIMRAN AMOL DIVATE,Secondary School,31/03/2020,"Behind Sarvajanik Gujarati High School, Near Sheetal Society ,425418","2569 ,250731",simranadhariwal@yahoo.co.in
11849,1130178,MAHARASHTRA,Smt. Taramai Vartak Memorial Academy,Krishna J Shah,Secondary School,31/03/2019,"Near Paanch Payari, Naringi, ,401305","0250 ,6454568",kjshah_26@rediffmail.com
11850,1130209,MAHARASHTRA,"smt. tulsibai ranglalji zambad vidyaniketan , nandura",RENU MISHRA,Senior Secondary,31/03/2019,"anand nagar , buldana road , ,443404","7265 ,221705",principalstrzvn@gmail.com
11851,1130415,MAHARASHTRA,SNBP INTERNATIONAL SCHOOL,JAYSHREE VENKATRAMAN,Senior Secondary,31/03/2020,"SURVEY NO. 29/2, OFF PIMPLE SAUDAGAR- RAHATANI LINK ROAD, NEAR AKASHGANGA SOCIETY, RAHATANI ,411017","020 ,27206910",jayshreev1987@gmail.com
11852,1130522,MAHARASHTRA,SNBP International School,NEENA BHALLA,Secondary School,31/03/2018,"SANT DNYANESHWAR NAGAR, MAHADA COLONY , MORWADI , PIMPRI ,411018","020 ,27488628",snbp.morwadi@gmail.com
11853,1130703,MAHARASHTRA,SNBP INTERNATIONAL SCHOOL,NEENA BHALLA,Middle Class,31/03/2020,"River residency, Gat No","020 ,9168628601",bhallaneena2008@gmail.com
11854,1130350,MAHARASHTRA,"SOMALWAR SCHOOL, MAA UMIYA BRANCH",RAJSHREE DUTTA,Secondary School,31/03/2022,"KAPSI (KHURD),PARDI,BHANDARA ROAD ,441104","7109 ,270647",monidutt@yahoo.co.in
11855,1130439,MAHARASHTRA,"Sou Vijayadevi Yadav English Medium School, Peth Vadgaon",Sardar Babasaheb Jadhav,Senior Secondary,31/03/2020,"Near Municipal Council, Distt Kolhapur, Maharashtra ,416112","0230 ,2473399",jadsar1@gmail.com
11856,1130733,MAHARASHTRA,Sri Sais New Generation Innovative School,Mrs.Vijaya Mohan,Secondary School,31/03/2020,"4269 Shivnagar (Dhangar Mal), Ganganagar Post ,416115",",(0230)2402888",ngiskorochi@gmail.com
11857,1130747,MAHARASHTRA,Sri Sri Ravishankar English Primary School,Mrs.Rasana kishor Vyas,Secondary School,31/03/2020,"Gopal Nagar, Ausa-Barshi Road, Latur ,413512",",0238254745",ssreps@rediffmail.com
11858,1130393,MAHARASHTRA,Sri Sri Ravishankar Vidya Mandir,Smita Nitin Rahane,Secondary School,31/03/2020,"Forest Trails Township, Matalwadi Road, Near Manas Lake Mouje- Bhugaon, Tal-Mulshi ,411042","020 ,66768701",smita_rahane@ssrvmpune.in
11859,1130305,MAHARASHTRA,SSPM's Sri Sri Ravishankar Vidya Mandir,REKHA KAPUR,Secondary School,31/03/2019,"CTS-559-C/1, Near Raheja Estate, Kulupwadi, Borivali(East) ,400066","022 ,28867718",principal.sspm_ssrvm@yahoo.in
11860,1130094,MAHARASHTRA,ST JOSEPH HIGH SCHOOL,KALPANA DWIVEDI,Senior Secondary,31/03/2017,"PLOT NO 8 SECTOR 7 NEW PANVEL NAVI MUMBAI DISTT RAIGAD MAHARSHTRA ,410206","022 ,60228099",kalpanaskd@yahoo.co.in
11861,1130394,MAHARASHTRA,St Michael's school,NONDITA DSOUZA,Secondary School,31/03/2020,"RALLI VILLA, SHOLAPUR ROAD, AHMEDNAGAR, MAHARASHTRA PIN CODE 414001 ,414001","0241 ,2321529",nondita66@hotmail.com
11862,1130125,MAHARASHTRA,ST VINCENT PALLOTTI SCHOOL,Joseph Koovely,Senior Secondary,31/03/2019,"PALLOTTI NAGAR ANAND NAGPUR P B NO 18 NAGPUR MAHARASHTRA ,440013","0712 ,2593722",josephkoovely@gmail.com
11863,1130107,MAHARASHTRA,ST XAVIER'S HIGH SCHOOL,SHASHIBALA DHOTEKAR,Senior Secondary,31/03/2017,"X 21 MIDC HINGNA ROAD NAGPUR MAHARASHTRA ,440016","7104 ,234635",shashibalabakshi@gmail.com
11864,1130456,MAHARASHTRA,st. aloysius english med. school,Maria Jagtap,Secondary School,31/03/2022,"mahaphata dhamangaon road, yavatmal ,445001","7232 ,243038",mariajagtap@yahoo.co.in
11865,1130157,MAHARASHTRA,St. Annes Public School,SR BLESSY PETER,Senior Secondary,31/03/2021,"Dwarakanagari, Warors, Andawan Post, Dist Chandrapur. ,442914","7176 ,202358",annewarora@gmail.com
11866,1130463,MAHARASHTRA,St. Arnold's Central School,JOYSON KURIAN,Secondary School,31/03/2022,"SVD Campus, Near Sun City, Wadgaonsheri, Pune ,411014","020 ,27037081",joytk2001@yahoo.co.in
11867,1130498,MAHARASHTRA,ST. CLARET ENGLISH MEDIUM SCHOOL,JOSE THOMAS,Secondary School,31/03/2022,"NERI ROAD-WADALA PAIKU,CHANDRAPUR ,442903","7170 ,203873",koonathj@gmail.com
11868,1130338,MAHARASHTRA,St. Claret School,Anand Raj,Secondary School,31/03/2020,"New Buti-Bori Wardha Road Nagpur ,441108","7103 ,297201",annacmfin@gmail.com
11869,1130476,MAHARASHTRA,ST. FRANCIS DE SALES ENGLISH MEDIUM SCHOOL Nimkheda,Amalraj Bandanadam,Secondary School,31/03/2022,"Nimkheda, Tal. Mouda, Nagpur ,441106","7115 ,238903",amalbmsfs@gmail.com
11870,1130655,MAHARASHTRA,"St. Francis School, Gundle",MissSr.Lissy,Secondary School,31/03/2020,"St.Francis School, Gundle, P.O. Mahagaon, Boisar east.Maharastra 401501 ,401501",",02525605453",francisschoolboisar12@gamail.com
11871,1130226,MAHARASHTRA,St. John's High School,RUPA T A,Secondary School,31/03/2018,"Hinganghat, Dist Wardha. ,442301","7153 ,244409",rupasjb@rediffmail.com
11872,1130156,MAHARASHTRA,St. Joseph's Convent School,ALKA D SOUZA,Senior Secondary,31/03/2021,"Suog Colony Jalgaon ,425002","0257 ,2236869",alkadsouza_20@rediffmail.com
11873,1130466,MAHARASHTRA,ST. JOSEPH'S CONVENT SENIOR SECONDERY SCHOOL,JACINTA CUTINHA,Secondary School,31/03/2022,"CHICHOLI VILLAGE, KATOL ROAD, FETRI POST, ,441501","0712 ,2667898",sr.jacinta@gmail.com
11874,1130236,MAHARASHTRA,St. Josephs English Medium School,ALANGARAM,Senior Secondary,31/03/2021,"Saswad, Khalad, Pune. ,412301","2115 ,232480",sjssaswadschool@gmail.com
11875,1130725,MAHARASHTRA,St. Lawrence International School,Cordelia Dsouza,Middle Class,31/03/2020,"St. Lawrence International School, Umbarda Rd., Kolivali ,421301","91 ,9619886621",cordelia.d@slis.co.in
11876,1130313,MAHARASHTRA,St. Mary High School Durgapur,CARMEL MARY,Secondary School,31/03/2019,"Tadoba Road, Durgapur, Chandrapur ,442401","7172 ,265112",st_marydurgapur@yahoo.in
11877,1130570,MAHARASHTRA,St. Marys School Bhandara,NARGIS SHAMIM QAZI,Secondary School,31/03/2019,"St. Marys Nagar, Khat Road, Bhandara ,441904","7184 ,258589",nargisqazi@gmail.com
11878,1130286,MAHARASHTRA,St. Michaels English School,PRANALI VIKAS KOLHEKAR,Secondary School,31/03/2019,"Naginabagh, Mission Compound, Ram Nagar, Chandrapur ,442401","7172 ,257769",pranalikolhekar1975@gmail.com
11879,1130140,MAHARASHTRA,St. Peters School,SHIJI MATHEW,Secondary School,31/03/2021,"Bela,Bhandara ,441906","7184 ,255067",srcaroline@rediffmail.com
11880,1130285,MAHARASHTRA,St. Rossellos school,LISAMMA C C,Secondary School,31/03/2021,"Mathni Post, Mouda Teh. Nagpur Dist. Maharashtra ,441104","7115 ,689150",srannmary@yahoo.co.in
11881,1130474,MAHARASHTRA,St. Wilfred Education School,Shachi Jolly,Senior Secondary,31/03/2020,"Shedung Toll Naka, Opp. Aayush Resort, Bombay Puna Highway, Panvel ,402201","2143 ,239061",principal.stwilfredschool@gmail.com
11882,1130136,MAHARASHTRA,ST. XAVIER'S HIGH SCHOOL,STEPHEN DAVID,Secondary School,31/03/2017,"VIJAYNAGAR, KATANGIKALA, BALAGHAT, BALAGHAT ROAD, GONDIYA ,441614","7182 ,252408",stephen1011@gmail.com
11883,1130057,MAHARASHTRA,ST. XAVIER'S HIGH SCHOOL,PADMAJA MARATHE,Senior Secondary,31/03/2016,"22 MIDDLE RING ROAD WARDHAMAN NAGAR, DISTT NAGPUR MAHARASHTRA ,440008","0712 ,6459670",pgmarathe26@gmail.com
11884,1130242,MAHARASHTRA,St.Ann's School,PREETHI T V,Secondary School,31/03/2018,"Ranala, Khaperkheda village, Dahegaon Road, Nagpur Dist. Maharashtra Pin - 4433313 ,441113","7113 ,9561358834",preethi.vincent@gmail.com
11885,1130708,MAHARASHTRA,St.Gianelli Convent School,Jessy Mathew Alenchery,Secondary School,31/03/2020,"St. Gianelli Convent School Gumthala Road Ajani Village, Kamptee Nagpur . Post Pipri Kanhan 441001 ,441001","0 ,0",jesalenchery@gmail.com
11886,1130185,MAHARASHTRA,St.Joseph Convent School,Ligy Plathottathil,Secondary School,31/03/2022,"Bilakhed,Belganga(via) Jalgaon, Maharashtra ,424116","2589 ,226548",sjsmligy@gmail.com
11887,1130602,MAHARASHTRA,ST.JOSEPHS ENGLISH HIGH SCHOOL,SR PAULINE MALAR MARY,Secondary School,31/03/2019,"BADOLA ROAD SUNDERKHED BULDANA ,443001","7262 ,242764",paulinemalar1969@gmail.com
11888,1130246,MAHARASHTRA,"Stella Maris School, Rajura",SISTER TOMCY,Secondary School,31/03/2018,"Bamanwada, Rajura","7173 ,222098",
11889,1130106,MAHARASHTRA,STEPPING STONES HIGH SCHOOL,ANGELO MICHAEL DCRUIZE,Senior Secondary,31/03/2022,"GUT NO 48 HARSUL SAWANGI JALGAON ROAD, DISTT AURANGABAD, MAHARASHTRA ,431119","0240 ,7709142146",PRINCIPAL@STEPPINGSTONESHIGHSCHOOL.ORG
11890,1130388,MAHARASHTRA,Sterling School,Beena Martin,Secondary School,31/03/2020,"Shri D.G.Walse Patil Marg Plot No 43, Sector 19 Nerul ,400706","022 ,27712244",beenamartin72@gmail.com
11891,1130395,MAHARASHTRA,sterling school,Shibi Raju,Secondary School,31/03/2020,"Sec. No. 1 Indrayaninagar, Off Pune Nasik Road, Bhosari. ,411039","020 ,27234550",shibiraju77@gmail.com
11892,1130341,MAHARASHTRA,STRAWBERRY ENGLISH MEDIUM SCHOOL,Ramesh Raghunath Dighe,Secondary School,31/03/2020,"OPP, SUGAR FACTORY GATE, VELHALE VILLAGERD ,GHULEWADI,SANGAMNER ,422605","0 ,7588606745",ramesh010272@gmail.com
11893,1130247,MAHARASHTRA,SUNDARAM CENTRAL SCHOOL,SUNIL KUMAR,Senior Secondary,31/03/2021,"PLOT NO. 168, VALAN NAKA, MAHIM ROAD, PALGHAR, TAL. PALGHAR, DIST. THANE ,401404","0252 ,9270061308",sidhant1979@yahoo.co.in
11894,1130022,MAHARASHTRA,SUNFLAG SCHOOL,ANUBHA MANTRI,Senior Secondary,31/03/2020,"BHANDARA ROAD WARTHI, BHANDARA DIST., MAHARASHTRA ,441905","7184 ,285657",amantri1506@gmail.com
11895,1130268,MAHARASHTRA,Sunny's Spring Dale School,Anagha Padwad,Senior Secondary,31/03/2022,"KRISHNA NAGARI, KHAT ROAD, BHANDARA, ,441904","7184 ,256502",anaghapadwad@gmail.com
11896,1130533,MAHARASHTRA,"sunrise English School,",Rose Mary Jose,Senior Secondary,31/03/2020,"Loni phata Risod Dist-Washim ,444506","7251 ,223787",rmjose2000@gmail.com
11897,1130409,MAHARASHTRA,SUNSHINE ENGLISH MEDIUM SCHOOL,Mahendra Balkrishna Katkar,Secondary School,31/03/2020,"AT/POST KHATAV, TAL. KHATAV, DISTT SATARA ,415505","2375 ,266444",mahendrabkatkar1980@gmail.com
11898,1130572,MAHARASHTRA,SURYADATTA NATIONAL SCHOOL,Sheila Oka,Secondary School,31/03/2019,"Suryabhavan, Wing A,S.No. 342, Patil nagar,near DSK Ranwara, Chandani Chowk - Pashan Road,Bavdhan (Bk) ,411021","020 ,02067901300",principal.sns@suryadatta.edu.in
11899,1130626,MAHARASHTRA,SUSHGANGA PUBLIC SCHOOL,Mrs.BINDU SAJU JOSEPH,Middle Class,31/03/2019,"WANI-WARORA ROAD,NAIGAON ,445304",",07239293293",sgp.principal@gmail.com
11900,1130245,MAHARASHTRA,Suyash Central School,VIDYA KESHAV SHINDE,Senior Secondary,31/03/2016,"Bijapur Road, Near SRP Camp, Sholapur ,413006","0217 ,2744921",suyashcentralcbse@gmail.com
11901,1130354,MAHARASHTRA,"Swami Awadheshanand Public School, Kamptee",SAMUEL ROY,Secondary School,31/03/2020,"Behind Railway station , New Kamptee ,441002","7109 ,288950",roysamuelkllr@gmail.com
11902,1130673,MAHARASHTRA,SWAMI VIVEKANAND ACADEMY,Mr.SUMIT B. DAS,Secondary School,31/03/2020,"Pune-Sholapur Road, In-front of Sakhare petrol pump, ,412202",",020-26928090",svauk.cbse@gmail.com
11903,1130231,MAHARASHTRA,swami vivekanand integration english school,KIRAN KUNDU,Senior Secondary,31/03/2020,"p-74,M.I.D.C.,Kalamb Road,Latur ,413531","2382 ,224380",principal.svies@gmail.com
11904,1130322,MAHARASHTRA,SWAMI VIVEKANAND INTERNATIONAL SCHOOL,madhavi lata murthy,Secondary School,31/03/2020,"Near Chinmay Mission, Canal Road, Pawnar ,442001","91 ,9326459557",mrsmadhavimurthy@gmail.com
11905,1130735,MAHARASHTRA,Swami Vivekanand Public School,Mr.Nirmal Kishor,Secondary School,31/03/2020,"At.Po- Hardada, ,445207",",917350200401",svpcdhanki@gmail.com
11906,1130146,MAHARASHTRA,SWARNLEELA INTERNATIONAL SCHOOL,CHAKKILALA SIVARAMAKRISHNA,Senior Secondary,31/03/2020,"NANDEPERA ROAD, NR. MAHARASHTRA SOYA PLANT,AT-WANJRI TALUKA WANI,DISTRICT- YAVATMAL, MAHARASHTRA ,445304","7239 ,293390",euclid1729@gmail.com
11907,1130483,MAHARASHTRA,"sweet memories school,ruighar,",AJAY BHAGAWAT SONAVANE,Secondary School,31/03/2022,p.o.box 70 ruighar ganeshpeth panchgani-412805 tal,"2168 ,240396",smhspch@gmail.com
11908,1130063,MAHARASHTRA,Symbosis school,SURINDER SABHARWAL,Senior Secondary,31/03/2019,"plot no 53 ssa nh shravan Near Taj Residency, Distt Nasik, Maharashtra ,422009","0253 ,2379496",sshm@symbischools.ac.in
11909,1130657,MAHARASHTRA,Synergy National School,BHAVIKA SACHIN SHAH,Middle Class,31/03/2020,"Reddy Educational Park,Waghala,Latur Road,Ambejogai ,431517","2446 ,246431",synergy.ambejogai@gmail.com
11910,1130431,MAHARASHTRA,TAKSHILA SCHOOL,SUHAS JADHAV,Senior Secondary,31/03/2023,"Survey No. 412/5, 412/3A and 412/3B, South of Shree Dutta Sai Mandir, 100 Ft Road, Distt Sangli, Maharashtra ,416416","91 ,9372533119",sangli.chiefmentor@takshilaschools.in
11911,1130308,MAHARASHTRA,Takshila School Ahmednagar,PRASAD PARDESHI,Senior Secondary,31/03/2021,"Jamkhed Road, Near Armoured Centre Village - Bhingar, Ahmednagar ,414002","0241 ,2329118",ahmednagar.chiefmentor@takshilaschols.in
11912,1130739,MAHARASHTRA,TANWANI ENGLISH SCHOOL,Mr.SAMUDRE MAHADEV MANCHAKRAO,Secondary School,31/03/2020,"431136 ,431136",",02402555377",TANWANI64@GMAIL.COM
11913,1130589,MAHARASHTRA,Tapasya Public School,SHIVANI DESHPANDE,Secondary School,31/03/2019,"Pandurang Ward, Talegaon road.Arvi, Dist. Wardha, Maharashtra- 442 201 ,442201","091 ,8668901093",shivanideshpande10@gmail.com
11914,1130709,MAHARASHTRA,Tapovan Vidhyalay,CLOTHILDA DON BAPTISTA,Secondary School,31/03/2020,"Indralok Phase IV, Opp. Sai Ram Tower,New Golden Nest Rd,Bhayander(East) ,401105","022 ,65133542",info@tapovanvidhyalay.in
11915,1130283,MAHARASHTRA,Tapti Public School,NEENA MOSES CUTLER,Secondary School,31/03/2019,"Jamner Road, Bhusawal, jalgaon maharashtra ,425201","2582 ,243099",neenacutler25@gmail.com
11916,1130256,MAHARASHTRA,teens world corporate school,Rajesh D Ninawe,Senior Secondary,31/03/2020,"plot no. 117, khirapada, Boisar, east- 401501 ,401501","0 ,8983078966",rajeshninawe24@gmail.com
11917,1130126,MAHARASHTRA,TENDER CARE HOME,SHEETAL KAUSTUBH KEKRE,Senior Secondary,31/03/2021,"GUT NO 115 ZALTA BEED ROAD AURANGABAD MAHARASHTRA ,431001","0240 ,2100377",tendercarehome@gmail.com
11918,1130406,MAHARASHTRA,Terna Public School,SARATH KUMAR,Secondary School,31/03/2020,"Terna Public School, Ghugadi Campus, Osmanabad, Maharastra. ,413501","0247 ,228621",SARATHKUMARPONNURU@GMAIL.COM
11919,1130677,MAHARASHTRA,The Achievers School,Pradeep K Mistry,Secondary School,31/03/2020,"Kh. No. 8, Waroda Village, Wardha Road, Via Le Meridien Hotel, On Outer Ring Road ,441108","91 ,7722083644",principal@theachieversschool.com
11920,1130049,MAHARASHTRA,THE ADITYA BIRLA PUBLIC SCHOOL,Indumati chakravarty,Senior Secondary,31/03/2019,"C/O LARSEN & TOUBRO LTD. AWARPUR CEMENT WORKS DISTT CHANDRAPUR MAHARASTRA ,442917","7173 ,266358",indumati.chakravarty@adityabirla.com
11921,1130344,MAHARASHTRA,The Central County School,BHARATI GHULAXE,Secondary School,31/03/2022,"Rajendra Nagar, Post-Jaitala, Nagpur-16 ,440016","7104 ,237920",bharatighulaxe@gmail.com
11922,1130688,MAHARASHTRA,"The Chikhli Urban Vidyaniketan, Chikhli",JIVAN RAMESH SAPKALE,Secondary School,31/03/2020,"Survey No 218, Near Ranwara Hotel, Gupta Garden, Jafrabad Road Chikhli ,443201","0264 ,244651",jivan_358@yahoo.com
11923,1130688,MAHARASHTRA,"The Chikhli Urban Vidyaniketan, Chikhli",JIVAN RAMESH SAPKALE,Secondary School,31/03/2020,"Survey No 218, Near Ranwara Hotel, Gupta Garden, Jafrabad Road Chikhli ,443201","0264 ,244651",jivan_358@yahoo.com
11924,1130402,MAHARASHTRA,The Dwarka School,SWATI AMBRE,Secondary School,31/03/2020,"Gat No. 128, Chakan-Talegaon Road, Mhalunge (Ingale), Tal -Khed, Chakan ,410501","2135 ,204567",principal@dwarkaschool.com
11925,1130568,MAHARASHTRA,THE GREENFINGERS SCHOOL,George PS,Secondary School,31/03/2019,"PO YESHWANTNAGAR ,413118","2185 ,222325",gfsprincipal@gmail.com
11926,1130101,MAHARASHTRA,THE HERITAGE SCHOOL,MANJULATA VERMA,Senior Secondary,31/03/2022,"S NO 127 VILL AMBI TALEGAON DABHADE DISTT MAVAL PUNE MAHARSHTRA ,410506","2114 ,9595106065",principal@heritageschoolpune.edu.in
